ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2044453	0.7624	8.83e-02	-1.8794596	-4.48746	-0.22415527	LPAR5	lysophosphatidic acid receptor 5
ILMN_1772658	0.7624	8.83e-02	-1.8793762	-4.48758	-0.17206055	ICE1	interactor of little elongation complex ELL subunit 1
ILMN_1764500	0.7624	8.83e-02	-1.8792586	-4.48775	-0.18700917	BRK1	BRICK1, SCAR/WAVE actin nucleating complex subunit
ILMN_1785297	0.7624	8.83e-02	-1.8791295	-4.48793	-0.17722782	RAB19	RAB19, member RAS oncogene family
ILMN_1888057	0.7624	8.83e-02	-1.879102	-4.48797	-0.15648743		
ILMN_1715407	0.7624	8.83e-02	1.8789902	-4.48813	0.15145017		
ILMN_1855598	0.7624	8.83e-02	1.8789558	-4.48818	0.15618894		
ILMN_1657317	0.7624	8.83e-02	-1.8788945	-4.48827	-0.25772538	POLR2J	RNA polymerase II subunit J
ILMN_1910806	0.7624	8.84e-02	-1.8784862	-4.48885	-0.15385294		
ILMN_1716988	0.7624	8.84e-02	-1.8783763	-4.48901	-0.21042356	OPN3	opsin 3
ILMN_2198850	0.7624	8.84e-02	1.8783169	-4.48909	0.15374257	OR5L2	olfactory receptor family 5 subfamily L member 2
ILMN_1888371	0.7624	8.84e-02	-1.8783102	-4.4891	-0.17198463		
ILMN_1890206	0.7624	8.85e-02	-1.8781517	-4.48933	-0.18322141		
ILMN_1676146	0.7624	8.85e-02	-1.878116	-4.48938	-0.17020558	KRTAP2-2	keratin associated protein 2-2
ILMN_1782533	0.7624	8.85e-02	1.8780457	-4.48948	0.24356794		
ILMN_1734483	0.7624	8.85e-02	1.8780114	-4.48953	0.16483291	BSDC1	BSD domain containing 1
ILMN_1913054	0.7624	8.85e-02	-1.8779883	-4.48956	-0.20578864		
ILMN_1683475	0.7624	8.85e-02	1.8779811	-4.48957	0.30120074	TOMM40	translocase of outer mitochondrial membrane 40
ILMN_1660579	0.7624	8.85e-02	-1.8778813	-4.48972	-0.20258689	CRLF3	cytokine receptor like factor 3
ILMN_1679641	0.7624	8.85e-02	-1.8778091	-4.48982	-0.15686224	FAM120B	family with sequence similarity 120B
ILMN_1715069	0.7624	8.85e-02	-1.8776722	-4.49002	-0.2256914	TANK	TRAF family member associated NFKB activator
ILMN_1709237	0.7624	8.86e-02	1.8774797	-4.49029	0.24499552	EPHX2	epoxide hydrolase 2
ILMN_1670948	0.7624	8.86e-02	1.8774098	-4.49039	0.18114705	TSR2	TSR2, ribosome maturation factor
ILMN_1756806	0.7624	8.86e-02	-1.8773885	-4.49042	-0.18180868	MCL1	BCL2 family apoptosis regulator
ILMN_2195665	0.7624	8.86e-02	-1.8772003	-4.49069	-0.2264294	PANK3	pantothenate kinase 3
ILMN_1882251	0.7624	8.86e-02	-1.8771922	-4.4907	-0.16136899		
ILMN_1748102	0.7624	8.86e-02	1.8769692	-4.49102	0.15531751	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5
ILMN_1665058	0.7624	8.86e-02	-1.876968	-4.49102	-0.18934758	TCHP	trichoplein keratin filament binding
ILMN_1912732	0.7624	8.86e-02	1.8768666	-4.49117	0.157789		
ILMN_1727458	0.7624	8.87e-02	1.8768215	-4.49123	0.23077357	HDAC1	histone deacetylase 1
ILMN_1708805	0.7624	8.87e-02	-1.8767528	-4.49133	-0.18767062	NCOA3	nuclear receptor coactivator 3
ILMN_1896550	0.7624	8.87e-02	-1.8767411	-4.49135	-0.19636636		
ILMN_1652369	0.7624	8.87e-02	-1.8766821	-4.49143	-0.17845048	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
ILMN_1905568	0.7624	8.87e-02	-1.8765948	-4.49156	-0.17955167		
ILMN_1801119	0.7624	8.87e-02	-1.8761974	-4.49212	-0.16314794	BCL2	BCL2, apoptosis regulator
ILMN_1789510	0.7624	8.88e-02	-1.8761659	-4.49217	-0.1581338	STIP1	stress induced phosphoprotein 1
ILMN_1654392	0.7624	8.88e-02	1.8760998	-4.49226	0.17180532	KHNYN	KH and NYN domain containing
ILMN_1730940	0.7624	8.88e-02	1.8760463	-4.49234	0.21232389	KLHDC3	kelch domain containing 3
ILMN_1716591	0.7624	8.88e-02	1.8759521	-4.49247	0.2013919	SPRR1A	small proline rich protein 1A
ILMN_1675472	0.7624	8.88e-02	-1.8758629	-4.4926	-0.18129604		
ILMN_1895008	0.7624	8.88e-02	1.875854	-4.49261	0.17162457		
ILMN_1907507	0.7624	8.88e-02	1.8758276	-4.49265	0.19555073		
ILMN_1660343	0.7624	8.88e-02	1.8755519	-4.49304	0.29791693		
ILMN_1730047	0.7624	8.88e-02	1.8755345	-4.49307	0.19408833	FAM196A	family with sequence similarity 196 member A
ILMN_2399588	0.7624	8.89e-02	-1.8753362	-4.49335	-0.18537501	THSD1	thrombospondin type 1 domain containing 1
ILMN_1680631	0.7624	8.89e-02	-1.875305	-4.4934	-0.16570887	ANKRD20A8P	ankyrin repeat domain 20 family member A8, pseudogene
ILMN_2104929	0.7624	8.89e-02	-1.8752984	-4.49341	-0.19443431	FAM207A	family with sequence similarity 207 member A
ILMN_1748290	0.7624	8.89e-02	-1.8752275	-4.49351	-0.1985698	FAM175A	family with sequence similarity 175 member A
ILMN_1845593	0.7624	8.89e-02	1.8752252	-4.49351	0.17515969		
ILMN_1694483	0.7624	8.89e-02	-1.8751499	-4.49362	-0.15189187	GPR50	G protein-coupled receptor 50
ILMN_1756921	0.7624	8.89e-02	-1.8751036	-4.49368	-0.19197873	DNAI2	dynein axonemal intermediate chain 2
ILMN_1730523	0.7624	8.89e-02	1.8749733	-4.49387	0.26391644	MCRIP2	MAPK regulated corepressor interacting protein 2
ILMN_2082314	0.7624	8.89e-02	1.8749564	-4.4939	0.22264699	TOM1	target of myb1 membrane trafficking protein
ILMN_1707965	0.7624	8.89e-02	-1.8748229	-4.49409	-0.29514317		
ILMN_1805225	0.7624	8.90e-02	1.8748066	-4.49411	0.24360315	LPCAT3	lysophosphatidylcholine acyltransferase 3
ILMN_1716766	0.7625	8.90e-02	-1.8743053	-4.49482	-0.20918681	CEBPG	CCAAT/enhancer binding protein gamma
ILMN_1774344	0.7625	8.90e-02	-1.8742799	-4.49486	-0.15012841		
ILMN_1802231	0.7625	8.90e-02	-1.8742161	-4.49495	-0.20070041	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
ILMN_1653390	0.7625	8.90e-02	1.8741985	-4.49498	0.18480767	SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_1671589	0.7625	8.91e-02	1.8741215	-4.49509	0.16112897		
ILMN_1841827	0.7625	8.91e-02	1.8741077	-4.49511	0.16184051		
ILMN_1656291	0.7629	8.91e-02	1.8735053	-4.49597	0.20153407	TSKS	testis specific serine kinase substrate
ILMN_1828687	0.7629	8.91e-02	-1.8734778	-4.49601	-0.19541219		
ILMN_1698568	0.7629	8.91e-02	1.873469	-4.49602	0.1715337		
ILMN_1900648	0.763	8.92e-02	-1.8729111	-4.49682	-0.16015255		
ILMN_1912184	0.763	8.92e-02	1.8728933	-4.49684	0.15936453		
ILMN_1758090	0.763	8.93e-02	-1.8726262	-4.49722	-0.16480634	BCCIP	BRCA2 and CDKN1A interacting protein
ILMN_1808494	0.763	8.93e-02	-1.8726216	-4.49723	-0.1527082	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2
ILMN_2336133	0.763	8.93e-02	-1.8724915	-4.49741	-0.17372903		
ILMN_1799204	0.763	8.93e-02	1.8724751	-4.49744	0.17202986		
ILMN_1740265	0.763	8.93e-02	1.8724383	-4.49749	0.28915796	ACOT7	acyl-CoA thioesterase 7
ILMN_1704925	0.763	8.93e-02	1.872377	-4.49758	0.15652939		
ILMN_1798977	0.763	8.94e-02	1.8719858	-4.49814	0.15186717	ADGRG3	adhesion G protein-coupled receptor G3
ILMN_1715635	0.763	8.94e-02	-1.8718998	-4.49826	-0.18486131	ATP6V0E1	ATPase H+ transporting V0 subunit e1
ILMN_1902929	0.763	8.94e-02	1.8718798	-4.49829	0.24530296	LOC105274304	uncharacterized LOC105274304
ILMN_1656297	0.763	8.94e-02	-1.871871	-4.4983	-0.20576593	YBEY	ybeY metallopeptidase (putative)
ILMN_1797929	0.763	8.94e-02	-1.8717426	-4.49848	-0.15775841	MICA	MHC class I polypeptide-related sequence A
ILMN_1878265	0.763	8.94e-02	-1.8716637	-4.4986	-0.2169737		
ILMN_2115453	0.763	8.94e-02	-1.8716523	-4.49861	-0.19769348		
ILMN_1691223	0.763	8.94e-02	1.8715108	-4.49881	0.15634286	ZNF566	zinc finger protein 566
ILMN_1731174	0.763	8.94e-02	-1.8714959	-4.49883	-0.16514579		
ILMN_1813690	0.763	8.94e-02	1.871463	-4.49888	0.15105617	HTR1A	5-hydroxytryptamine receptor 1A
ILMN_1685958	0.763	8.95e-02	-1.8712787	-4.49914	-0.17094889	CDH26	cadherin 26
ILMN_1786310	0.763	8.95e-02	-1.871108	-4.49939	-0.18154531	MVK	mevalonate kinase
ILMN_1691151	0.763	8.95e-02	-1.8709553	-4.49961	-0.19500765	CHKA	choline kinase alpha
ILMN_1905330	0.763	8.96e-02	-1.8706532	-4.50004	-0.20821868		
ILMN_1719241	0.763	8.96e-02	-1.8706145	-4.50009	-0.15898421	OR8B3	olfactory receptor family 8 subfamily B member 3
ILMN_1740395	0.763	8.96e-02	1.8705664	-4.50016	0.29249277	RAVER1	ribonucleoprotein, PTB binding 1
ILMN_1876837	0.763	8.96e-02	-1.8705569	-4.50017	-0.16247736		
ILMN_2049364	0.763	8.96e-02	1.8705569	-4.50017	0.29635257	METTL21A	methyltransferase like 21A
ILMN_1906579	0.763	8.96e-02	-1.8705404	-4.5002	-0.14909309		
ILMN_1728662	0.763	8.96e-02	-1.8704545	-4.50032	-0.25421385	ALDH3B1	aldehyde dehydrogenase 3 family member B1
ILMN_1781517	0.7632	8.96e-02	-1.8701742	-4.50072	-0.20714765	LIPF	lipase F, gastric type
ILMN_1676941	0.7634	8.97e-02	-1.8697935	-4.50126	-0.15212858		
ILMN_2395913	0.7634	8.97e-02	1.8697785	-4.50128	0.22199078	ARHGAP11A	Rho GTPase activating protein 11A
ILMN_1769783	0.7634	8.97e-02	-1.8697279	-4.50136	-0.19243015	ZDHHC2	zinc finger DHHC-type containing 2
ILMN_1843768	0.7634	8.97e-02	1.8694634	-4.50173	0.17556755		
ILMN_1655194	0.7634	8.98e-02	-1.8693893	-4.50184	-0.18625175	JADE1	jade family PHD finger 1
ILMN_2196642	0.7634	8.98e-02	1.8693777	-4.50186	0.19756452	AGBL4	ATP/GTP binding protein like 4
ILMN_1821171	0.7634	8.98e-02	1.8692927	-4.50198	0.18744377	LOC101928519	uncharacterized LOC101928519
ILMN_1880704	0.7634	8.98e-02	-1.8691957	-4.50212	-0.17156164		
ILMN_1908547	0.7634	8.98e-02	1.8690689	-4.5023	0.19825109		
ILMN_1893879	0.7636	8.98e-02	-1.8688262	-4.50264	-0.20159851		
ILMN_2093203	0.7636	8.99e-02	-1.8685682	-4.50301	-0.16645026	HTR3D	5-hydroxytryptamine receptor 3D
ILMN_2312106	0.7636	8.99e-02	-1.868491	-4.50312	-0.1518788	PRAMEF10	PRAME family member 10
ILMN_1814247	0.7636	8.99e-02	-1.8682836	-4.50342	-0.19396802	TCFL5	transcription factor like 5
ILMN_2172221	0.7636	8.99e-02	1.8682025	-4.50353	0.17090524	SUMO1P3	SUMO1 pseudogene 3
ILMN_1794163	0.7636	8.99e-02	-1.8681897	-4.50355	-0.1734119	TMOD4	tropomodulin 4
ILMN_2152768	0.7636	8.99e-02	-1.8681691	-4.50358	-0.14887878	DTYMK	deoxythymidylate kinase
ILMN_1753165	0.7639	9.00e-02	-1.8678195	-4.50408	-0.21960409	WNK1	WNK lysine deficient protein kinase 1
ILMN_1673808	0.7639	9.00e-02	1.8676766	-4.50428	0.148411		
ILMN_1904683	0.7639	9.00e-02	-1.8676653	-4.5043	-0.15700465		
ILMN_1706149	0.7639	9.00e-02	-1.8675543	-4.50446	-0.19454071	PDCD2L	programmed cell death 2 like
ILMN_1771642	0.7639	9.01e-02	-1.8671159	-4.50508	-0.17608764	USP20	ubiquitin specific peptidase 20
ILMN_1914970	0.7639	9.01e-02	-1.8668214	-4.5055	-0.1778008		
ILMN_1777220	0.7639	9.02e-02	1.8665257	-4.50592	0.21247374	VCP	valosin containing protein
ILMN_1707351	0.7639	9.02e-02	-1.8663472	-4.50618	-0.1522085	OR2D3	olfactory receptor family 2 subfamily D member 3
ILMN_1800390	0.7639	9.02e-02	1.8661754	-4.50642	0.17405284	ZNF511	zinc finger protein 511
ILMN_1837271	0.7639	9.03e-02	1.8660738	-4.50657	0.17235462		
ILMN_1864691	0.7639	9.03e-02	1.866058	-4.50659	0.20484917	TMEM260	transmembrane protein 260
ILMN_1905781	0.7639	9.03e-02	1.865965	-4.50672	0.16393676		
ILMN_1681846	0.7639	9.03e-02	1.8659419	-4.50675	0.18914759	ZNF540	zinc finger protein 540
ILMN_1656159	0.7639	9.03e-02	-1.865759	-4.50701	-0.16381042	ATP10D	ATPase phospholipid transporting 10D (putative)
ILMN_1720476	0.7639	9.03e-02	1.8657248	-4.50706	0.16691086	PHF2	PHD finger protein 2
ILMN_1878191	0.7639	9.03e-02	-1.865669	-4.50714	-0.15953882		
ILMN_1747281	0.7639	9.03e-02	1.8656328	-4.50719	0.29157273	EVI5L	ecotropic viral integration site 5 like
ILMN_1657991	0.7639	9.03e-02	1.8656121	-4.50722	0.16932573		
ILMN_1821483	0.7639	9.03e-02	1.8654609	-4.50744	0.17678343		
ILMN_1727850	0.7639	9.04e-02	-1.8654045	-4.50752	-0.17554347	KCNC4	potassium voltage-gated channel subfamily C member 4
ILMN_1715613	0.7639	9.04e-02	-1.8653078	-4.50766	-0.2812986	TAOK2	TAO kinase 2
ILMN_1870392	0.7639	9.04e-02	-1.8652169	-4.50779	-0.17816428		
ILMN_1677693	0.7639	9.04e-02	1.8651179	-4.50793	0.15375907	HCAR3	hydroxycarboxylic acid receptor 3
ILMN_2120210	0.7639	9.04e-02	1.8650849	-4.50797	0.32422351	RCAN2	regulator of calcineurin 2
ILMN_1811470	0.7639	9.04e-02	-1.8648664	-4.50829	-0.15240548	PLEK2	pleckstrin 2
ILMN_1797116	0.7639	9.04e-02	-1.8648307	-4.50834	-0.1834102		
ILMN_1656938	0.7639	9.04e-02	1.864799	-4.50838	0.19895831		
ILMN_1671791	0.7639	9.04e-02	-1.8647921	-4.50839	-0.2779115	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
ILMN_1725338	0.7639	9.04e-02	1.864777	-4.50841	0.16787503	CLDN23	claudin 23
ILMN_1884364	0.7639	9.05e-02	1.8647453	-4.50846	0.15501576		
ILMN_1849859	0.7639	9.05e-02	-1.8646974	-4.50853	-0.15648664		
ILMN_1763568	0.7643	9.05e-02	1.8643242	-4.50906	0.14327008	ZDHHC16	zinc finger DHHC-type containing 16
ILMN_1846319	0.7647	9.06e-02	-1.8638694	-4.50971	-0.15003622		
ILMN_1716963	0.7647	9.06e-02	1.8637891	-4.50982	0.17382583	KNDC1	kinase non-catalytic C-lobe domain containing 1
ILMN_2227195	0.7647	9.06e-02	-1.863636	-4.51004	-0.16322342	CCDC65	coiled-coil domain containing 65
ILMN_1809035	0.7647	9.07e-02	1.8633709	-4.51042	0.15689479		
ILMN_1796793	0.7647	9.07e-02	1.8633273	-4.51048	0.19780908		
ILMN_2375879	0.7647	9.07e-02	-1.8632785	-4.51055	-0.25310864	VEGFA	vascular endothelial growth factor A
ILMN_2356786	0.7647	9.07e-02	1.863206	-4.51065	0.20640094	ADD1	adducin 1
ILMN_1849331	0.7647	9.07e-02	1.8631782	-4.51069	0.17391391		
ILMN_1883404	0.7648	9.07e-02	1.86295	-4.51101	0.18432494		
ILMN_1827207	0.765	9.08e-02	-1.8626574	-4.51143	-0.15441681		
ILMN_2187533	0.765	9.08e-02	-1.8625084	-4.51164	-0.15731792	CSRNP2	cysteine and serine rich nuclear protein 2
ILMN_1804213	0.765	9.08e-02	1.8624098	-4.51178	0.15515719		
ILMN_1777934	0.765	9.08e-02	-1.8624007	-4.5118	-0.19610387	MORN3	MORN repeat containing 3
ILMN_1657145	0.765	9.08e-02	1.8621986	-4.51208	0.15305167	MEOX1	mesenchyme homeobox 1
ILMN_1706376	0.765	9.08e-02	1.8621732	-4.51212	0.17110728	OSBP	oxysterol binding protein
ILMN_1845062	0.7654	9.09e-02	-1.8616701	-4.51284	-0.1900497		
ILMN_1872270	0.7654	9.09e-02	1.8616609	-4.51285	0.19521645		
ILMN_1715832	0.7655	9.10e-02	-1.8613385	-4.51331	-0.21203044	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
ILMN_1862517	0.7655	9.10e-02	1.8611057	-4.51364	0.17156746		
ILMN_1653927	0.7655	9.11e-02	1.8607895	-4.51409	0.17007617	SNORD83A	small nucleolar RNA, C/D box 83A
ILMN_1903731	0.7655	9.11e-02	1.8607655	-4.51412	0.25786284		
ILMN_1785141	0.7655	9.11e-02	-1.8607528	-4.51414	-0.1664278	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
ILMN_1652147	0.7655	9.11e-02	-1.8607156	-4.51419	-0.16924816	MRPL43	mitochondrial ribosomal protein L43
ILMN_1711049	0.7655	9.11e-02	1.860707	-4.51421	0.19908707	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
ILMN_1687484	0.7655	9.11e-02	-1.8604089	-4.51463	-0.22550557	ZFX	zinc finger protein, X-linked
ILMN_1661002	0.7655	9.11e-02	-1.8603813	-4.51467	-0.1638662	RFWD2	ring finger and WD repeat domain 2
ILMN_1703946	0.7655	9.11e-02	-1.8603779	-4.51468	-0.21353059	ADORA2B	adenosine A2b receptor
ILMN_1916040	0.7655	9.11e-02	1.8603475	-4.51472	0.16792228	LOC100507388	uncharacterized LOC100507388
ILMN_1687375	0.7655	9.11e-02	1.8603295	-4.51474	0.17797876	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ILMN_2095577	0.7655	9.11e-02	-1.8602618	-4.51484	-0.21671834	BMPR1A	bone morphogenetic protein receptor type 1A
ILMN_1669781	0.7658	9.12e-02	1.8597421	-4.51558	0.17653581	PRLR	prolactin receptor
ILMN_2358041	0.7658	9.12e-02	-1.8597242	-4.51561	-0.25651221	NBN	nibrin
ILMN_1716512	0.7658	9.12e-02	1.8595662	-4.51583	0.19953959	MGC70870	C-terminal binding protein 2 pseudogene
ILMN_1766425	0.7658	9.13e-02	-1.8593933	-4.51608	-0.15392525	REPS2	RALBP1 associated Eps domain containing 2
ILMN_2245523	0.7658	9.13e-02	-1.8593325	-4.51616	-0.20454217	TMEM202	transmembrane protein 202
ILMN_2381899	0.7658	9.13e-02	-1.8592536	-4.51627	-0.17378713	OPTN	optineurin
ILMN_1727087	0.7658	9.13e-02	-1.8592226	-4.51632	-0.27995614	GJA1	gap junction protein alpha 1
ILMN_1724738	0.7658	9.13e-02	-1.8589025	-4.51677	-0.15927681	TFR2	transferrin receptor 2
ILMN_1716237	0.7658	9.13e-02	1.8588134	-4.5169	0.15697968	ACOT2	acyl-CoA thioesterase 2
ILMN_1800221	0.7658	9.14e-02	1.8587774	-4.51695	0.27038497		
ILMN_1746265	0.7658	9.14e-02	1.8587364	-4.51701	0.15525501	SARM1	sterile alpha and TIR motif containing 1
ILMN_1720838	0.7658	9.14e-02	1.8586282	-4.51716	0.18742619	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial
ILMN_1703427	0.7658	9.14e-02	1.8584991	-4.51735	0.1782327	SON	SON DNA binding protein
ILMN_1755281	0.7658	9.14e-02	-1.8584717	-4.51739	-0.14454136	FBXO15	F-box protein 15
ILMN_1717371	0.7658	9.15e-02	1.8581421	-4.51786	0.15147873		
ILMN_1776571	0.7658	9.15e-02	-1.8581271	-4.51788	-0.16895268		
ILMN_1725692	0.7658	9.15e-02	-1.8580686	-4.51796	-0.1976544	SLC25A30	solute carrier family 25 member 30
ILMN_2298830	0.7658	9.15e-02	1.8580649	-4.51797	0.18072696	LMX1A	LIM homeobox transcription factor 1 alpha
ILMN_2042343	0.7658	9.15e-02	1.8580628	-4.51797	0.21011559	MRPL42P5	mitochondrial ribosomal protein L42 pseudogene 5
ILMN_1734292	0.7659	9.15e-02	-1.8577417	-4.51843	-0.16514055		
ILMN_1669940	0.7659	9.15e-02	-1.8576894	-4.5185	-0.17871373	TMEM38B	transmembrane protein 38B
ILMN_1763144	0.7659	9.15e-02	1.8576704	-4.51853	0.23083621	NEU1	neuraminidase 1 (lysosomal sialidase)
ILMN_2262543	0.7665	9.16e-02	1.8570853	-4.51936	0.15814021	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
ILMN_1809879	0.7667	9.17e-02	-1.8566429	-4.51999	-0.15804902		
ILMN_2214278	0.7667	9.17e-02	-1.8566325	-4.52	-0.16996833	SLF1	SMC5-SMC6 complex localization factor 1
ILMN_1777199	0.7667	9.17e-02	-1.8566234	-4.52001	-0.15768463	GRP	gastrin releasing peptide
ILMN_2168992	0.7669	9.18e-02	-1.8560775	-4.52079	-0.21638374	FBXO30	F-box protein 30
ILMN_1688455	0.7669	9.18e-02	1.8559581	-4.52096	0.18967611	VWA8	von Willebrand factor A domain containing 8
ILMN_1690818	0.7669	9.18e-02	-1.8558675	-4.52109	-0.1678432	AKAP5	A-kinase anchoring protein 5
ILMN_1705114	0.7669	9.18e-02	1.8558137	-4.52117	0.22122581	NUMB	NUMB, endocytic adaptor protein
ILMN_1708907	0.7669	9.18e-02	1.8557616	-4.52124	0.15023367	MEIG1	meiosis/spermiogenesis associated 1
ILMN_1792078	0.7669	9.18e-02	1.8557417	-4.52127	0.18083402	RNF114	ring finger protein 114
ILMN_1818793	0.7669	9.18e-02	1.8556394	-4.52141	0.14822192		
ILMN_1732278	0.7669	9.18e-02	-1.855605	-4.52146	-0.21620759		
ILMN_1871704	0.7669	9.19e-02	-1.8555019	-4.52161	-0.16538558		
ILMN_2170813	0.7671	9.19e-02	-1.8552881	-4.52191	-0.17750747	LAMP3	lysosomal associated membrane protein 3
ILMN_1912968	0.7674	9.19e-02	1.8549584	-4.52238	0.1866692		
ILMN_1729287	0.7674	9.20e-02	-1.8548222	-4.52257	-0.16465588	NMUR1	neuromedin U receptor 1
ILMN_2180371	0.7674	9.20e-02	-1.8546328	-4.52284	-0.15763608	FAM216A	family with sequence similarity 216 member A
ILMN_1876075	0.7674	9.20e-02	1.8545117	-4.52302	0.16176085		
ILMN_1688295	0.7674	9.20e-02	1.8544361	-4.52312	0.2201187	ZNF219	zinc finger protein 219
ILMN_1800476	0.7674	9.20e-02	-1.8542477	-4.52339	-0.15915345	DEFB114	defensin beta 114
ILMN_1759973	0.7674	9.20e-02	-1.8542237	-4.52343	-0.166707	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
ILMN_1785742	0.7674	9.21e-02	-1.8540833	-4.52362	-0.20810225	AMZ1	archaelysin family metallopeptidase 1
ILMN_1661351	0.7674	9.21e-02	1.8540209	-4.52371	0.18492876	ELP5	elongator acetyltransferase complex subunit 5
ILMN_1702866	0.7674	9.21e-02	-1.8539943	-4.52375	-0.15773382		
ILMN_1654518	0.7677	9.21e-02	1.8536185	-4.52428	0.18441536	LRCH4	leucine rich repeats and calponin homology domain containing 4
ILMN_1678827	0.7677	9.22e-02	1.8535253	-4.52442	0.15057811	POLR2J4	RNA polymerase II subunit J4, pseudogene
ILMN_1888172	0.7677	9.22e-02	1.8534397	-4.52454	0.16366053		
ILMN_1782085	0.7678	9.22e-02	1.8532542	-4.5248	0.16834869	DPH6	diphthamine biosynthesis 6
ILMN_1661994	0.7678	9.22e-02	-1.8531628	-4.52493	-0.2222526	ESRRG	estrogen related receptor gamma
ILMN_2124816	0.768	9.22e-02	-1.8529482	-4.52524	-0.18829634	ZNF34	zinc finger protein 34
ILMN_1817732	0.7681	9.23e-02	1.8526981	-4.52559	0.15880212		
ILMN_1683405	0.7681	9.23e-02	-1.8526371	-4.52568	-0.35732116	LHX1	LIM homeobox 1
ILMN_1780083	0.7682	9.24e-02	1.8521303	-4.5264	0.15817536		
ILMN_1688730	0.7682	9.24e-02	-1.8520667	-4.52649	-0.19278508	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
ILMN_1837254	0.7682	9.24e-02	-1.8519559	-4.52665	-0.19884851		
ILMN_2411076	0.7682	9.24e-02	-1.8518987	-4.52673	-0.22296255	MATR3	matrin 3
ILMN_1702127	0.7682	9.24e-02	1.8518879	-4.52674	0.15779352	SPRR2G	small proline rich protein 2G
ILMN_1742362	0.7682	9.24e-02	-1.8516904	-4.52702	-0.14645425	TBX5	T-box 5
ILMN_1777261	0.7682	9.25e-02	1.8515805	-4.52718	0.17477425	FAM3C	family with sequence similarity 3 member C
ILMN_1821137	0.7682	9.25e-02	1.8514973	-4.5273	0.20941944		
ILMN_1763730	0.7682	9.25e-02	-1.8514347	-4.52739	-0.18148893	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
ILMN_1744604	0.7682	9.25e-02	1.8512837	-4.5276	0.29769479	CYBA	cytochrome b-245 alpha chain
ILMN_1694878	0.7682	9.25e-02	-1.8511029	-4.52786	-0.15513158		
ILMN_1874933	0.7682	9.25e-02	1.8510809	-4.52789	0.15323403	FARSA-AS1	FARSA antisense RNA 1
ILMN_1751020	0.7682	9.26e-02	1.8508987	-4.52815	0.21598604	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
ILMN_1688801	0.7682	9.26e-02	1.8508521	-4.52821	0.19039222	JPH3	junctophilin 3
ILMN_1745772	0.7682	9.26e-02	-1.8508494	-4.52822	-0.25159104	ASCC3	activating signal cointegrator 1 complex subunit 3
ILMN_1738681	0.7682	9.26e-02	1.8508436	-4.52822	0.21242357	NUP62	nucleoporin 62
ILMN_2205012	0.7682	9.26e-02	-1.8505692	-4.52861	-0.14899239		
ILMN_1701521	0.7682	9.26e-02	-1.8503757	-4.52889	-0.19635931		
ILMN_2356574	0.7682	9.27e-02	1.8502425	-4.52908	0.17963813	GTF3C2	general transcription factor IIIC subunit 2
ILMN_2166865	0.7682	9.27e-02	-1.8501095	-4.52927	-0.17414879	ENY2	ENY2, transcription and export complex 2 subunit
ILMN_1762098	0.7682	9.27e-02	-1.8501037	-4.52927	-0.15215821	ZNF747	zinc finger protein 747
ILMN_1788604	0.7682	9.27e-02	1.850073	-4.52932	0.21023434	WBP2	WW domain binding protein 2
ILMN_2174380	0.7682	9.27e-02	1.8499252	-4.52953	0.16960984	KIAA1804	mixed lineage kinase 4
ILMN_1911221	0.7682	9.27e-02	-1.8498908	-4.52958	-0.15229214		
ILMN_1822301	0.7682	9.27e-02	-1.8498526	-4.52963	-0.17510254		
ILMN_1701017	0.7682	9.28e-02	-1.8495904	-4.53	-0.19989785	SAA1	serum amyloid A1
ILMN_1856081	0.7682	9.28e-02	1.8495155	-4.53011	0.196344	LINC00358	long intergenic non-protein coding RNA 358
ILMN_1741224	0.7682	9.28e-02	-1.8494083	-4.53026	-0.16134739	GPR137C	G protein-coupled receptor 137C
ILMN_1900624	0.7682	9.28e-02	-1.8493925	-4.53028	-0.26982501		
ILMN_1831646	0.7682	9.28e-02	-1.8491293	-4.53066	-0.22272077		
ILMN_1748257	0.7682	9.28e-02	1.8491274	-4.53066	0.24534181	TMEM240	transmembrane protein 240
ILMN_1775380	0.7682	9.29e-02	1.8489456	-4.53092	0.22483951	SMOX	spermine oxidase
ILMN_1667115	0.7682	9.29e-02	1.848775	-4.53116	0.20342115	TMEM61	transmembrane protein 61
